drug,side_effect,label,query
lenalidomide,injection site atrophy,0,Is injection site atrophy an adverse effect of lenalidomide?
doxorubicin,increased appetite,1,Is increased appetite an adverse effect of doxorubicin?
doxorubicin,herpes zoster,1,Is herpes zoster an adverse effect of doxorubicin?
doxorubicin,heart disease congenital,1,Is heart disease congenital an adverse effect of doxorubicin?
doxorubicin,loss of consciousness,1,Is loss of consciousness an adverse effect of doxorubicin?
doxorubicin,back pain,1,Is back pain an adverse effect of doxorubicin?
doxorubicin,nasopharyngitis,1,Is nasopharyngitis an adverse effect of doxorubicin?
doxorubicin,feeling abnormal,1,Is feeling abnormal an adverse effect of doxorubicin?
doxorubicin,leukoderma,1,Is leukoderma an adverse effect of doxorubicin?
doxorubicin,immune system disorder,1,Is immune system disorder an adverse effect of doxorubicin?
doxorubicin,convulsion,1,Is convulsion an adverse effect of doxorubicin?
doxorubicin,anal cancer,0,Is anal cancer an adverse effect of doxorubicin?
doxorubicin,spinal compression fracture,0,Is spinal compression fracture an adverse effect of doxorubicin?
doxorubicin,pancreatic enzymes increased,0,Is pancreatic enzymes increased an adverse effect of doxorubicin?
doxorubicin,cardiac output increased,0,Is cardiac output increased an adverse effect of doxorubicin?
doxorubicin,insulin c-peptide increased,0,Is insulin c-peptide increased an adverse effect of doxorubicin?
doxorubicin,viral skin infection,0,Is viral skin infection an adverse effect of doxorubicin?
doxorubicin,vessel puncture site inflammation,0,Is vessel puncture site inflammation an adverse effect of doxorubicin?
doxorubicin,device breakage,0,Is device breakage an adverse effect of doxorubicin?
doxorubicin,retinogram abnormal,0,Is retinogram abnormal an adverse effect of doxorubicin?
doxorubicin,brain injury,0,Is brain injury an adverse effect of doxorubicin?
ciprofloxacin,skin candida,1,Is skin candida an adverse effect of ciprofloxacin?
ciprofloxacin,rash,1,Is rash an adverse effect of ciprofloxacin?
ciprofloxacin,candiduria,1,Is candiduria an adverse effect of ciprofloxacin?
ciprofloxacin,hepatitis,1,Is hepatitis an adverse effect of ciprofloxacin?
ciprofloxacin,visual acuity reduced,1,Is visual acuity reduced an adverse effect of ciprofloxacin?
ciprofloxacin,vascular purpura,1,Is vascular purpura an adverse effect of ciprofloxacin?
ciprofloxacin,thirst,1,Is thirst an adverse effect of ciprofloxacin?
ciprofloxacin,eye pain,1,Is eye pain an adverse effect of ciprofloxacin?
ciprofloxacin,polyneuropathy,1,Is polyneuropathy an adverse effect of ciprofloxacin?
ciprofloxacin,renal neoplasm,1,Is renal neoplasm an adverse effect of ciprofloxacin?
ciprofloxacin,hyperphagia,0,Is hyperphagia an adverse effect of ciprofloxacin?
ciprofloxacin,lip ulceration,0,Is lip ulceration an adverse effect of ciprofloxacin?
ciprofloxacin,ear discomfort,0,Is ear discomfort an adverse effect of ciprofloxacin?
ciprofloxacin,oropharyngeal blistering,0,Is oropharyngeal blistering an adverse effect of ciprofloxacin?
ciprofloxacin,bursitis,0,Is bursitis an adverse effect of ciprofloxacin?
ciprofloxacin,glycosylated haemoglobin decreased,0,Is glycosylated haemoglobin decreased an adverse effect of ciprofloxacin?
ciprofloxacin,chronic fatigue syndrome,0,Is chronic fatigue syndrome an adverse effect of ciprofloxacin?
ciprofloxacin,colitis ischaemic,0,Is colitis ischaemic an adverse effect of ciprofloxacin?
ciprofloxacin,brown tumour,0,Is brown tumour an adverse effect of ciprofloxacin?
ciprofloxacin,free prostate-specific antigen increased,0,Is free prostate-specific antigen increased an adverse effect of ciprofloxacin?
capecitabine,vision blurred,1,Is vision blurred an adverse effect of capecitabine?
capecitabine,neoplasm,1,Is neoplasm an adverse effect of capecitabine?
capecitabine,lymphopenia,1,Is lymphopenia an adverse effect of capecitabine?
capecitabine,rash,1,Is rash an adverse effect of capecitabine?
capecitabine,paraesthesia oral,1,Is paraesthesia oral an adverse effect of capecitabine?
capecitabine,malnutrition,1,Is malnutrition an adverse effect of capecitabine?
capecitabine,localised oedema,1,Is localised oedema an adverse effect of capecitabine?
capecitabine,dizziness,1,Is dizziness an adverse effect of capecitabine?
capecitabine,injection site pain,1,Is injection site pain an adverse effect of capecitabine?
capecitabine,proctalgia,1,Is proctalgia an adverse effect of capecitabine?
capecitabine,international normalised ratio decreased,0,Is international normalised ratio decreased an adverse effect of capecitabine?
capecitabine,toxic neuropathy,0,Is toxic neuropathy an adverse effect of capecitabine?
capecitabine,lung neoplasm,0,Is lung neoplasm an adverse effect of capecitabine?
capecitabine,grey syndrome neonatal,0,Is grey syndrome neonatal an adverse effect of capecitabine?
capecitabine,enterobacter sepsis,0,Is enterobacter sepsis an adverse effect of capecitabine?
capecitabine,oral pruritus,0,Is oral pruritus an adverse effect of capecitabine?
capecitabine,intestinal diaphragm disease,0,Is intestinal diaphragm disease an adverse effect of capecitabine?
capecitabine,pseudomononucleosis,0,Is pseudomononucleosis an adverse effect of capecitabine?
capecitabine,distractibility,0,Is distractibility an adverse effect of capecitabine?
capecitabine,oral disorder,0,Is oral disorder an adverse effect of capecitabine?
ofloxacin,white blood cell disorder,1,Is white blood cell disorder an adverse effect of ofloxacin?
ofloxacin,pulmonary function test decreased,1,Is pulmonary function test decreased an adverse effect of ofloxacin?
ofloxacin,hyponatraemia,1,Is hyponatraemia an adverse effect of ofloxacin?
ofloxacin,drug interaction,1,Is drug interaction an adverse effect of ofloxacin?
ofloxacin,pulmonary embolism,1,Is pulmonary embolism an adverse effect of ofloxacin?
ofloxacin,rhinorrhoea,1,Is rhinorrhoea an adverse effect of ofloxacin?
ofloxacin,abdominal discomfort,1,Is abdominal discomfort an adverse effect of ofloxacin?
ofloxacin,synovitis,1,Is synovitis an adverse effect of ofloxacin?
ofloxacin,blood electrolytes abnormal,1,Is blood electrolytes abnormal an adverse effect of ofloxacin?
ofloxacin,laryngeal oedema,1,Is laryngeal oedema an adverse effect of ofloxacin?
ofloxacin,gastrointestinal tract irritation,0,Is gastrointestinal tract irritation an adverse effect of ofloxacin?
ofloxacin,leukoplakia oral,0,Is leukoplakia oral an adverse effect of ofloxacin?
ofloxacin,cardiogenic shock,0,Is cardiogenic shock an adverse effect of ofloxacin?
ofloxacin,subcutaneous haematoma,0,Is subcutaneous haematoma an adverse effect of ofloxacin?
ofloxacin,crying,0,Is crying an adverse effect of ofloxacin?
ofloxacin,application site folliculitis,0,Is application site folliculitis an adverse effect of ofloxacin?
ofloxacin,ischaemic cardiomyopathy,0,Is ischaemic cardiomyopathy an adverse effect of ofloxacin?
ofloxacin,nicotinic acid deficiency,0,Is nicotinic acid deficiency an adverse effect of ofloxacin?
ofloxacin,breast calcifications,0,Is breast calcifications an adverse effect of ofloxacin?
ofloxacin,sciatica,0,Is sciatica an adverse effect of ofloxacin?
rivastigmine,influenza like illness,1,Is influenza like illness an adverse effect of rivastigmine?
rivastigmine,dermatitis bullous,1,Is dermatitis bullous an adverse effect of rivastigmine?
rivastigmine,alopecia,1,Is alopecia an adverse effect of rivastigmine?
rivastigmine,arthritis,1,Is arthritis an adverse effect of rivastigmine?
rivastigmine,thrombocytopenia,1,Is thrombocytopenia an adverse effect of rivastigmine?
rivastigmine,bladder disorder,1,Is bladder disorder an adverse effect of rivastigmine?
rivastigmine,vestibular disorder,1,Is vestibular disorder an adverse effect of rivastigmine?
rivastigmine,hallucination,1,Is hallucination an adverse effect of rivastigmine?
rivastigmine,dementia,1,Is dementia an adverse effect of rivastigmine?
rivastigmine,cholecystitis,1,Is cholecystitis an adverse effect of rivastigmine?
rivastigmine,exposure to toxic agent,0,Is exposure to toxic agent an adverse effect of rivastigmine?
rivastigmine,blood acid phosphatase increased,0,Is blood acid phosphatase increased an adverse effect of rivastigmine?
rivastigmine,pulmonary infarction,0,Is pulmonary infarction an adverse effect of rivastigmine?
rivastigmine,polymyositis,0,Is polymyositis an adverse effect of rivastigmine?
rivastigmine,morbid thoughts,0,Is morbid thoughts an adverse effect of rivastigmine?
rivastigmine,vulvovaginitis trichomonal,0,Is vulvovaginitis trichomonal an adverse effect of rivastigmine?
rivastigmine,acute hepatic failure,0,Is acute hepatic failure an adverse effect of rivastigmine?
rivastigmine,eye ulcer,0,Is eye ulcer an adverse effect of rivastigmine?
rivastigmine,dilatation atrial,0,Is dilatation atrial an adverse effect of rivastigmine?
rivastigmine,initial insomnia,0,Is initial insomnia an adverse effect of rivastigmine?
olanzapine,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of olanzapine?
olanzapine,paraesthesia,1,Is paraesthesia an adverse effect of olanzapine?
olanzapine,cardiac failure congestive,1,Is cardiac failure congestive an adverse effect of olanzapine?
olanzapine,urinary tract disorder,1,Is urinary tract disorder an adverse effect of olanzapine?
olanzapine,unintended pregnancy,1,Is unintended pregnancy an adverse effect of olanzapine?
olanzapine,opisthotonus,1,Is opisthotonus an adverse effect of olanzapine?
olanzapine,hyperventilation,1,Is hyperventilation an adverse effect of olanzapine?
olanzapine,myopathy,1,Is myopathy an adverse effect of olanzapine?
olanzapine,abdominal distension,1,Is abdominal distension an adverse effect of olanzapine?
olanzapine,throat tightness,1,Is throat tightness an adverse effect of olanzapine?
olanzapine,subdural haematoma,0,Is subdural haematoma an adverse effect of olanzapine?
olanzapine,anal abscess,0,Is anal abscess an adverse effect of olanzapine?
olanzapine,aneurysm,0,Is aneurysm an adverse effect of olanzapine?
olanzapine,body height decreased,0,Is body height decreased an adverse effect of olanzapine?
olanzapine,premature menopause,0,Is premature menopause an adverse effect of olanzapine?
olanzapine,renal vein thrombosis,0,Is renal vein thrombosis an adverse effect of olanzapine?
olanzapine,salivary gland enlargement,0,Is salivary gland enlargement an adverse effect of olanzapine?
olanzapine,trichorrhexis,0,Is trichorrhexis an adverse effect of olanzapine?
olanzapine,cytomegalovirus chorioretinitis,0,Is cytomegalovirus chorioretinitis an adverse effect of olanzapine?
olanzapine,menstruation delayed,0,Is menstruation delayed an adverse effect of olanzapine?
fluvoxamine,vaginal discharge,1,Is vaginal discharge an adverse effect of fluvoxamine?
fluvoxamine,photosensitivity reaction,1,Is photosensitivity reaction an adverse effect of fluvoxamine?
fluvoxamine,melaena,1,Is melaena an adverse effect of fluvoxamine?
fluvoxamine,myalgia,1,Is myalgia an adverse effect of fluvoxamine?
fluvoxamine,rhabdomyolysis,1,Is rhabdomyolysis an adverse effect of fluvoxamine?
fluvoxamine,application site reaction,1,Is application site reaction an adverse effect of fluvoxamine?
fluvoxamine,depressive symptom,1,Is depressive symptom an adverse effect of fluvoxamine?
fluvoxamine,aggression,1,Is aggression an adverse effect of fluvoxamine?
fluvoxamine,hypoglycaemia,1,Is hypoglycaemia an adverse effect of fluvoxamine?
fluvoxamine,tongue discolouration,1,Is tongue discolouration an adverse effect of fluvoxamine?
fluvoxamine,blood creatine increased,0,Is blood creatine increased an adverse effect of fluvoxamine?
fluvoxamine,infection parasitic,0,Is infection parasitic an adverse effect of fluvoxamine?
fluvoxamine,vertigo cns origin,0,Is vertigo cns origin an adverse effect of fluvoxamine?
fluvoxamine,sleep apnoea syndrome,0,Is sleep apnoea syndrome an adverse effect of fluvoxamine?
fluvoxamine,hepatitis alcoholic,0,Is hepatitis alcoholic an adverse effect of fluvoxamine?
fluvoxamine,perirectal abscess,0,Is perirectal abscess an adverse effect of fluvoxamine?
fluvoxamine,motion sickness,0,Is motion sickness an adverse effect of fluvoxamine?
fluvoxamine,ovarian germ cell teratoma benign,0,Is ovarian germ cell teratoma benign an adverse effect of fluvoxamine?
fluvoxamine,oesophageal irritation,0,Is oesophageal irritation an adverse effect of fluvoxamine?
fluvoxamine,lipomatosis,0,Is lipomatosis an adverse effect of fluvoxamine?
ribavirin,muscular weakness,1,Is muscular weakness an adverse effect of ribavirin?
ribavirin,mononeuropathy,1,Is mononeuropathy an adverse effect of ribavirin?
ribavirin,eye irritation,1,Is eye irritation an adverse effect of ribavirin?
ribavirin,atelectasis,1,Is atelectasis an adverse effect of ribavirin?
ribavirin,cheilitis,1,Is cheilitis an adverse effect of ribavirin?
ribavirin,vomiting,1,Is vomiting an adverse effect of ribavirin?
ribavirin,tremor,1,Is tremor an adverse effect of ribavirin?
ribavirin,urine analysis abnormal,1,Is urine analysis abnormal an adverse effect of ribavirin?
ribavirin,dyspnoea,1,Is dyspnoea an adverse effect of ribavirin?
ribavirin,weight decreased,1,Is weight decreased an adverse effect of ribavirin?
ribavirin,anastomotic leak,0,Is anastomotic leak an adverse effect of ribavirin?
ribavirin,application site erythema,0,Is application site erythema an adverse effect of ribavirin?
ribavirin,occipital neuralgia,0,Is occipital neuralgia an adverse effect of ribavirin?
ribavirin,severe acute respiratory syndrome,0,Is severe acute respiratory syndrome an adverse effect of ribavirin?
ribavirin,mycosis fungoides,0,Is mycosis fungoides an adverse effect of ribavirin?
ribavirin,cerebrovascular insufficiency,0,Is cerebrovascular insufficiency an adverse effect of ribavirin?
ribavirin,application site burn,0,Is application site burn an adverse effect of ribavirin?
ribavirin,nasopharyngeal cancer,0,Is nasopharyngeal cancer an adverse effect of ribavirin?
ribavirin,lacrimal structural disorder,0,Is lacrimal structural disorder an adverse effect of ribavirin?
ribavirin,impaired gastric emptying,0,Is impaired gastric emptying an adverse effect of ribavirin?
