query,query_type,drug,ground_truth_side_effects,num_side_effects,side_effect,ground_truth_drugs,num_drugs,organ_system
Show me side effects associated with nateglinide,reverse,nateglinide,"['diarrhoea', 'vomiting', 'gastrointestinal pain', 'trauma', 'tremor', 'asthenia', 'gastrointestinal disorder', 'cough', 'nausea', 'dermatitis', 'hepatic enzyme increased', 'jaundice', 'arthropathy', 'rash', 'dyspepsia', 'sweating', 'erythema multiforme', 'immune system disorder', 'oedema peripheral', 'injury', 'flu symptoms', 'polyuria', 'palpitations', 'hyperhidrosis', 'dizziness', 'urticaria', 'thirst', 'bronchitis', 'increased appetite', 'fatigue', 'neuropathy peripheral', 'back pain', 'abdominal pain', 'hepatitis cholestatic', 'hypoglycaemia', 'osteoarthritis', 'pruritus', 'urine output increased', 'trembling', 'sweating increased', 'hypersensitivity', 'hepatobiliary disease', 'influenza', 'malnutrition', 'gastrointestinal symptom nos', 'upper respiratory tract infection']",46.0,,,,
List all side effects of amifostine,reverse,amifostine,"['vomiting', 'somnolence', 'sensation of warmth', 'body temperature increased', 'laryngeal oedema', 'sneezing', 'hypoparathyroidism', 'anaphylactic shock', 'dermatitis exfoliative', 'feeling hot', 'discomfort', 'blood calcium decreased', 'hiccups', 'serum calcium decreased', 'ill-defined disorder', 'nausea', 'coldness', 'dermatitis', 'feeling abnormal', 'convulsion', 'chest discomfort', 'rash', 'apnoea', 'erythema multiforme', 'syncope', 'cardiac arrest', 'rigors', 'loss of consciousness', 'chest pain', 'cardiac flutter', 'renal failure', 'atrial fibrillation', 'blood pressure diastolic decreased', 'chest tightness', 'anaphylactoid reaction', 'chills', 'dyspnoea', 'bradycardia', 'dizziness', 'extrasystoles', 'respiratory arrest', 'hypotension', 'malaise', 'myocardial ischaemia', 'urticaria', 'feeling cold', 'arrhythmia', 'supraventricular tachycardia', 'pruritus', 'flushing', 'hypocalcaemia', 'acute coronary syndrome', 'toxic epidermal necrolysis', 'hypersensitivity', 'myocardial infarction', 'hypertension', 'shock', 'stevens-johnson syndrome', 'tachycardia', 'toxic skin eruption']",60.0,,,,
What adverse events does fosinoprilat cause?,reverse,fosinoprilat,"['somnolence', 'gastrointestinal pain', 'myalgia', 'tremor', 'cough', 'heartburn', 'dermatitis', 'paraesthesia', 'syncope', 'hypertensive crisis', 'cardiac arrest', 'sensory loss', 'arthralgia', 'renal failure', 'weight increased', 'palpitations', 'hyperhidrosis', 'decreased appetite', 'photosensitivity reaction', 'headache', 'dysphagia', 'serositis', 'respiration abnormal', 'feeling cold', 'lymphadenopathy', 'renal impairment', 'pruritus', 'vertigo', 'gout', 'tinnitus', 'visual impairment', 'claudication', 'oedema', 'shock', 'epistaxis', 'dysgeusia', 'anaemia', 'upper respiratory tract infection', 'diarrhoea', 'conduction disorder', 'pain', 'pancreatitis', 'anaphylactic shock', 'leukocytosis', 'sleep disturbance', 'hoarseness', 'jaundice', 'pancytopenia', 'pharyngitis', 'cerebrovascular accident', 'respiratory disorder', 'atrial rhythm', 'anaphylactoid reaction', 'mood swings', 'arthritis', 'affect lability', 'musculoskeletal discomfort', 'bronchospasm', 'flatulence', 'hypotension', 'angina pectoris', 'pollakiuria', 'memory impairment', 'constipation', 'edema of lower extremities', 'arrhythmia', 'blood pressure increased', 'fatigue', 'libido decreased', 'eye irritation', 'hepatic failure', 'rhinitis', 'flushing', 'acute coronary syndrome', 'sweating increased', 'hepatomegaly', 'hyponatraemia', 'vomiting', 'laryngitis', 'hepatitis', 'disturbance in sexual arousal', 'body temperature increased', 'pulmonary eosinophilia', 'asthenia', 'cramp muscle', 'muscle spasms', 'sudden death', 'nausea', 'tracheobronchitis', 'dry mouth', 'dyspepsia', 'angioedema', 'numbness', 'loss of consciousness', 'dyspnoea', 'pleuritic pain', 'dizziness', 'antinuclear antibody positive', 'urticaria', 'abdominal pain', 'arrhythmia supraventricular', 'myocardial infarction', 'insomnia', 'sleep disorder', 'tachycardia', 'neutropenia', 'influenza', 'confusional state', 'cerebral infarction', 'dermatitis exfoliative', 'sinusitis', 'leukopenia', 'cardio-respiratory arrest', 'feeling abnormal', 'vasculitis', 'rash', 'abdominal distension', 'intermittent claudication', 'swelling', 'hypoaesthesia', 'oedema peripheral', 'chest pain', 'renal failure acute', 'pemphigus', 'agranulocytosis', 'drowsiness', 'eosinophilia', 'thrombocytopenia', 'bradycardia', 'sexual dysfunction', 'orthostatic hypotension', 'transaminases increased', 'drug interaction', 'photosensitivity', 'hyperkalaemia', 'musculoskeletal pain', 'renal pain', 'dysphonia']",138.0,,,,
What are the side effects of vancocine?,reverse,vancocine,"['red neck', 'gastrointestinal pain', 'gastrointestinal disorder', 'dermatitis', 'hypokalaemia', 'clostridium difficile colitis', 'thrombophlebitis', 'renal failure', 'palpitations', 'chills', 'headache', 'serum creatinine increased', 'necrosis', 'renal impairment', 'pruritus', 'vertigo', 'tinnitus', 'rash macular', 'stevens-johnson syndrome', 'azotaemia', 'nephritis interstitial', 'anaemia', 'pain', 'anaphylactic shock', 'drug abuse', 'deafness neurosensory', 'uremia', 'blood creatinine increased', 'anaphylactoid reaction', 'skin disorder', 'flatulence', 'unspecified disorder of skin and subcutaneous tissue', 'hypotension', 'constipation', 'linear iga disease', 'extravasation', 'fatigue', 'drug fever', 'kidney function abnormal', 'flushing', 'hypersensitivity', 'vomiting', 'body temperature increased', 'asthenia', 'muscle spasms', 'nausea', 'wheezing', 'erythema multiforme', 'pregnancy', 'dyspnoea', 'nephropathy toxic', 'dizziness', 'tubulointerstitial nephritis', 'urticaria', 'drug eruption', 'deafness permanent', 'hearing impaired', 'abdominal pain', 'injection site inflammation', 'ototoxicity', 'phlebitis', 'insomnia', 'malnutrition', 'tachycardia', 'neutropenia', 'creatinine increased', 'nervous system disorder', 'dermatitis exfoliative', 'vasculitis', 'rash', 'connective tissue disorder', 'nephrotoxicity', 'deafness', 'infection', 'oedema peripheral', 'generalized flushing', 'rigors', 'tenderness', 'agranulocytosis', 'eosinophilia', 'thrombocytopenia', 'erythema', 'bradycardia', 'urinary tract infection', 'red man syndrome', 'back pain', 'fungal infection', 'chemical peritonitis', 'toxic epidermal necrolysis', 'infestation nos', 'dermatitis bullous', 'infestation']",92.0,,,,
Show me side effects associated with atosiban,reverse,atosiban,"['mental disorder', 'vomiting', 'body temperature increased', 'nervous system disorder', 'hyperglycaemia', 'cardiac disorder', 'menopausal symptoms', 'gastrointestinal disorder', 'nausea', 'injection site reaction', 'dermatitis', 'rash', 'hot flush', 'immune system disorder', 'uterine hypotonus', 'dyspnoea', 'headache', 'dizziness', 'skin disorder', 'unspecified disorder of skin and subcutaneous tissue', 'hypotension', 'angiopathy', 'pulmonary oedema', 'breast disorder', 'uterine haemorrhage', 'multiple pregnancy', 'pruritus', 'uterine atony', 'hypersensitivity', 'insomnia', 'malnutrition', 'tachycardia']",32.0,,,,
What adverse events does apixaban cause?,reverse,apixaban,"['haemoptysis', 'spinal haematoma', 'urethral haemorrhage', 'anal haemorrhage', 'gastrointestinal disorder', 'pulmonary alveolar haemorrhage', 'dermatitis', 'respiratory tract haemorrhage', 'syncope', 'genital haemorrhage', 'procedural hypotension', 'melaena', 'contusion', 'cerebral haemorrhage', 'liver function test abnormal', 'retroperitoneal haemorrhage', 'angiopathy', 'intraoperative hemorrhage', 'vaginal haemorrhage', 'spinal cord haemorrhage', 'urogenital haemorrhage', 'gastrointestinal haemorrhage', 'blood urine present', 'alanine aminotransferase increased', 'application site haemorrhage', 'metrorrhagia', 'catheter site haemorrhage', 'retinal haemorrhage', 'blood urine', 'shock', 'epistaxis', 'anaemia', 'laryngeal haemorrhage', 'eye haemorrhage', 'post procedural haematoma', 'anaphylactic shock', 'mediastinal disorder', 'vessel puncture site haematoma', 'immune system disorder', 'diabetes mellitus', 'ecchymosis', 'traumatic haemorrhage', 'haematuria', 'gamma-glutamyltransferase increased', 'skin disorder', 'wound secretion', 'pharyngeal haemorrhage', 'unspecified disorder of skin and subcutaneous tissue', 'hypotension', 'haemoglobin', 'blood alkaline phosphatase increased', 'haematoma', 'haematemesis', 'haemorrhagic stroke', 'intra-abdominal haemorrhage', 'hypersensitivity', 'muscle haemorrhage', 'incision site haemorrhage', 'incision site haematoma', 'rectal haemorrhage', 'nausea', 'periorbital haematoma', 'aspartate aminotransferase increased', 'post procedural haemorrhage', 'loss of consciousness', 'eye disorder', 'petechiae', 'haematochezia', 'urethral disorder', 'blood bilirubin increased', 'intraspinal bleeding', 'dizziness', 'subarachnoid haemorrhage', 'haemorrhage', 'breast disorder', 'hepatobiliary disease', 'injection site haematoma', 'blood and lymphatic system disorders', 'nervous system disorder', 'subdural haematoma', 'menometrorrhagia', 'mouth haemorrhage', 'skin haemorrhage', 'rash', 'alanine aminotransferase abnormal', 'connective tissue disorder', 'occult blood positive', 'haemorrhage intracranial', 'traumatic haematoma', 'haemorrhoidal haemorrhage', 'haemorrhagic anaemia', 'allergic oedema', 'thrombocytopenia', 'compartment syndrome', 'procedural haemorrhage', 'urinary tract disorder', 'transaminases increased', 'gingival bleeding', 'conjunctival haemorrhage', 'drug hypersensitivity', 'menorrhagia', 'wound haemorrhage']",102.0,,,,
What are the side effects of labetalol?,reverse,labetalol,"['somnolence', 'ventricular arrhythmia', 'gastrointestinal pain', 'tremor', 'ache', 'erythema facial', 'local swelling', 'dermatitis', 'psychotic disorder', 'laryngospasm', 'paraesthesia', 'hypotension orthostatic symptomatic', 'syncope', 'raised liver function tests', 'sensory loss', 'colitis ischaemic', 'palpitations', 'hyperhidrosis', 'epigastric pain', 'liver function test abnormal', 'headache', 'mesenteric artery thrombosis', 'foot edema', 'pruritus', 'vertigo', 'oropharyngeal discomfort', 'visual impairment', 'nasal congestion', 'short-term memory loss', 'hypertension', 'oedema', 'shock', 'epistaxis', 'diarrhoea', 'pain', 'anaphylactic shock', 'joint swelling', 'discomfort', 'sleep disturbance', 'vision blurred', 'jaundice', 'hypertensive', 'yawning', 'amnesia', 'alopecia', 'myopathy toxic', 'depression', 'hallucination', 'block heart', 'anaphylactoid reaction', 'mood swings', 'affect lability', 'bronchospasm', 'hypotension', 'angina pectoris', 'increased effect', 'constipation', 'fatigue', 'drug fever', 'flushing', 'sweating increased', 'hypersensitivity', 'tingling sensation', 'dysuria', 'blood urea increased', 'ill-defined disorder', 'bullous lichen planus', 'vomiting', 'hepatitis', 'skin lesion', 'collagen disorder', 'body temperature increased', 'lethargy', 'throat sore', 'asthenia', 'cramp muscle', 'ejaculation failure', 'muscle spasms', 'nausea', 'wheezing', 'dyspepsia', 'strangury', 'drug effect increased', 'angioedema', 'numbness', 'loss of consciousness', 'nightmare', 'loss of libido', 'dyspnoea', 'systemic lupus erythematosus', 'dizziness', 'respiratory distress', 'oropharyngeal pain', 'urticaria', 'drug eruption', 'dry eye', 'abdominal pain', 'hypoglycaemia', ""peyronie's disease"", 'cardiac failure', 'purpura non-thrombocytopenic', 'atrioventricular block', 'thyrotoxicosis', 'sleep disorder', 'hyperthyroidism', 'sweating', 'confusional state', 'mental disorder', 'lichen planus', 'jaundice cholestatic', 'urinary retention', 'ankle edema', 'feeling abnormal', 'rash', 'acute retention of urine', 'intermittent claudication', 'hypoaesthesia', 'oedema peripheral', 'depressed mood', 'agranulocytosis', 'drowsiness', 'alopecia reversible', 'catatonia', 'erythema', 'bradycardia', 'hepatic necrosis', 'orthostatic hypotension', 'disorientation', 'erectile dysfunction', 'malaise', 'metabolic disorder', 'abdominal pain upper', 'lupus erythematosus']",133.0,,,,
What are the side effects of butoconazole?,reverse,butoconazole,"['burning feeling vagina', 'abdominal pain', 'vulvovaginal burning sensation', 'pruritus', 'gastrointestinal pain', 'swelling', 'tenderness', 'cramp muscle', 'muscle spasms']",9.0,,,,
Show me side effects associated with isopropyl,reverse,isopropyl,"['eye haemorrhage', 'corneal lesion', 'pain', 'abnormal vision', 'sinusitis', 'skin hyperpigmentation', 'cough', 'diplopia', 'pharyngitis', 'iris hyperpigmentation', 'corneal oedema', 'eyelid disorder', 'eye pain', 'scotoma', 'corneal deposits', 'diabetes mellitus', 'injury', 'optic atrophy', 'corneal opacity', 'cataract', 'headache', 'dizziness', 'photophobia', 'sensation of foreign body', 'colour blindness', 'dry eye', 'bronchitis', 'vitreous disorder', 'back pain', 'conjunctivitis', 'rhinitis', 'blepharitis', 'pruritus', 'iritis', 'lacrimal structural disorder', 'cough increased', 'accidental injury', 'hypersensitivity', 'lacrimal disorder', 'insomnia', 'visual impairment', 'retinal haemorrhage', 'hypertension', 'keratitis', 'stinging', 'influenza']",46.0,,,,
List all side effects of butabarbital,reverse,butabarbital,"['confusional state', 'somnolence', 'body temperature increased', 'dermatitis exfoliative', 'tension', 'nausea', 'dermatitis', 'anxiety', 'feeling abnormal', 'agitation', 'rash', 'apnoea', 'syncope', 'angioedema', 'loss of consciousness', 'hallucination', 'hepatocellular injury', 'nightmare', 'hypoxia', 'bradycardia', 'headache', 'dizziness', 'hypotension', 'constipation', 'nervousness', 'hypoventilation', 'respiratory failure', 'hyperkinesia', 'depressed level of consciousness', 'liver injury', 'hypersensitivity', 'ataxia', 'shock', 'cns depression nos', 'vomiting']",35.0,,,,
What adverse events does glutamine cause?,reverse,glutamine,"['injection site pain', 'gastrointestinal fistula', 'mental disorder', 'vomiting', 'bacterial infection', 'body temperature increased', 'pain', 'haemorrhoids', 'pancreatitis', 'pneumonia due to streptococcus, group b', 'gastrointestinal pain', 'myalgia', 'breast pain female', 'discomfort', 'asthenia', 'pneumonia streptococcal', 'ill-defined disorder', 'nausea', 'injection site reaction', 'dermatitis', 'dry mouth', 'feeling abnormal', 'proctalgia', 'crohns disease aggravated', 'rash', 'pharyngitis', 'rectal tenesmus', 'abdominal distension', 'infection', 'rigors', 'depression', 'chest pain', ""crohn's disease"", 'arthralgia', 'dehydration', 'nail disorder', 'breast pain', 'hyperhidrosis', 'chills', 'nephrolithiasis', 'urethral disorder', 'musculoskeletal discomfort', 'anorectal discomfort', 'flatulence', 'dizziness', 'headache', 'calculus of kidney', 'pyelonephritis', 'malaise', 'angiopathy', 'urinary tract disorder', 'constipation', 'viral infection', 'hepatic function abnormal', 'fatigue', 'neuropathy peripheral', 'back pain', 'sepsis', 'rhinitis', 'abdominal pain', 'fungal infection', 'pruritus', 'sweating increased', 'hypersensitivity', 'insomnia', 'gastric ulcer', 'enlargement abdomen', 'oedema', 'malnutrition', 'candida infection', 'thirst', 'laryngitis']",72.0,,,,
What are the side effects of icodextrin?,reverse,icodextrin,"['hyperglycaemia', 'gastrointestinal pain', 'myalgia', 'disequilibrium syndrome', 'balance disorder', 'renal pain', 'device occlusion', 'abdominal discomfort', 'gastrointestinal disorder', 'cough', 'peritoneal cloudy effluent', 'dermatitis', 'hypokalaemia', 'agitation', 'raised liver function tests', 'paraesthesia', 'syncope', 'dry skin', 'hypertensive nephropathy', 'fluid imbalance', 'arthralgia', 'skin exfoliation', 'weight increased', 'chills', 'decreased appetite', 'exfoliative rash', 'eczema', 'liver function test abnormal', 'headache', 'infusion related reaction', 'rash maculo-papular', 'appetite absent', 'weight decreased', 'periorbital oedema', 'ascites', 'inguinal hernia', 'ileus', 'anorexia', 'pruritus', 'burning sensation', 'hypocalcaemia', 'tinnitus', 'hypertension', 'skin discolouration', 'oedema', 'shock', 'anaemia', 'gastritis', 'diarrhoea', 'upper respiratory tract infection', 'pain', 'onychomadesis', 'catheter site infection', 'instillation site pain', 'discomfort', 'leukocytosis', 'mediastinal disorder', 'catheter related infection', 'hypomagnesaemia', 'vision blurred', 'laboratory test abnormal', 'neck pain', 'anxiety', 'redness', 'parathyroid disorder', 'immune system disorder', 'diabetes mellitus', 'lung disorder', 'fluid and electrolyte imbalance', 'musculoskeletal discomfort', 'bronchospasm', 'flatulence', 'skin disorder', 'hypotension', 'mental disability', 'haemoglobin', 'hernia', 'hypoglycaemic coma', 'constipation', 'hypochloraemia', 'fatigue', 'oliguria', 'electrolyte imbalance', 'hypersensitivity', 'device interaction', 'hyponatraemia', 'enlargement abdomen', 'ill-defined disorder', 'fungal peritonitis', 'vomiting', 'device related infection', 'scrotal oedema', 'infusion site pain', 'hypovolaemia', 'body temperature increased', 'bone pain', 'hiccups', 'asthenia', 'cramp muscle', 'aseptic peritonitis', 'muscle spasms', 'blood osmolarity increased', 'nausea', 'chapped skin', 'dry mouth', 'dyspepsia', 'serum osmolality increased', 'erythema multiforme', 'blister', 'swelling face', 'angioedema', 'loss of consciousness', 'eye disorder', 'intestinal obstruction', 'dehydration', 'psoriasis', 'dyspnoea', 'catheter blockage', 'dizziness', 'inflammation', 'skin ulcer', 'urticaria', 'sclerosing encapsulating peritonitis', 'drug eruption', 'nervousness', 'hyperphosphataemia', 'haemorrhage', 'catheter site erythema', 'breast disorder', 'abdominal pain', 'hypoglycaemia', 'cardiac failure', 'shoulder pain', 'face oedema', 'serum sickness', 'furuncle', 'malnutrition', 'tachycardia', 'influenza', 'confusional state', 'ageusia', 'blood and lymphatic system disorders', 'hypoproteinaemia', 'nervous system disorder', 'dermatitis exfoliative', 'leukopenia', 'tension', 'feeling abnormal', 'vasculitis', 'rash', 'connective tissue disorder', 'abdominal distension', 'noninfectious peritonitis', 'infection', 'oedema peripheral', 'catheter site inflammation', 'chest pain', 'peritonitis', 'injury', 'nail disorder', 'prurigo', 'thrombocytopenia', 'erythema', 'peritonitis bacterial', 'orthostatic hypotension', 'malaise', 'thinking abnormal', 'fluid overload', 'generalized urticaria', 'pulmonary oedema', 'back pain', 'hyperkinesia', 'accidental injury', 'toxic epidermal necrolysis', 'hypercalcaemia', 'skin fissures', 'gastric ulcer', 'infestation nos', 'dermatitis bullous', 'infestation', 'musculoskeletal pain', 'toxic skin eruption']",182.0,,,,
