query,query_type,side_effect,ground_truth_drugs,num_drugs
Which drugs cause prothrombin level increased?,class_based,prothrombin level increased,"['mycophenolate', 'cefprozil', 'pentastarch', 'cefepime', 'ertapenem', 'cefditoren', 'busulfan', 'signifor', 'dolasetron', 'oxaliplatin', 'diazepam', 'topiramate', 'delavirdine', 'sulindac', 'clarithromycin', 'anidulafungin', 'ceftazidime', 'citalopram', 'testosterone', 'piperacillin', 'pentosan', 'cefazolin', 'valproate', 'colestyramine', 'ciprofloxacin', 'capecitabine', 'amphotericin', 'posaconazole', 'cefaclor', 'ceftizoxime', 'mycophenolic', 'febuxostat', 'ofloxacin', 'cephalexin', 'cefotetan', 'lomitapide', 'cancidas', 'cefoxitin', 'leuprorelin', 'som230', 'moxifloxacin', 'hemin', 'cefuroxime', 'cefadroxil', 'propafenone', 'tigecycline', 'doxorubicin', 'ly146032', 'refludan', 'sitaxsentan', 'cefpodoxime', 'tolvaptan']",52
What drugs are associated with partial hearing loss?,class_based,partial hearing loss,"['68ga', 'minocycline', 'memantine', 'celecoxib', 'chloroquine', 'terbinafine', 'retinoic', 'quinidine', 'estazolam', 'sulindac', 'diclofenac', 'bumetanide', 'optison', 'verteporfin', 'bisoprolol', 'donepezil', 'saquinavir', 'ranolazine', 'cevimeline', 'ofloxacin', 'leuprorelin', 'carvedilol', 'fenoprofen', 'felbamate', 'risperidone', 'ropinirole', 'modafinil']",27
What drugs are associated with skin nodule?,class_based,skin nodule,"['copolymer', 'cetirizine', 'pramipexole', '5-azacytidine', 'celecoxib', 'sibutramine', 'delavirdine', 'etoricoxib', 'diclofenac', 'citalopram', 'pergolide', 'saquinavir', 'phenytoin', 'posaconazole', 'amphotericin', 'pregabalin', 'k779', 'su5416', 'fosphenytoin', 'bexarotene', 'degarelix', 'photofrin', 'leflunomide', 'riluzole', 'isomannide', 'isosorbide-5-mononitrate', 'acitretin', 'doxorubicin', 'rabeprazole', 'indapamide']",30
List medications that can lead to libido decreased,class_based,libido decreased,"['reserpine', 'ramipril', 'ganciclovir', 'clonidine', 'bupropion', 'itraconazole', 'fentanyl', 'protriptyline', 'aripiprazole', 'sibutramine', 'venlafaxine', 'flecainide', 'amiodarone', 'olanzapine', 'delavirdine', 'nadolol', 'isradipine', 'atenolol', 'zyprexa', 'estramustine', 'desogestrel', 'testosterone', 'dutasteride', 'losartan', 'oxymetholone', 'ribavirin', 'donepezil', 'atomoxetine', 'nizatidine', 'cyproterone', 'fluvoxamine', 'pergolide', 'hydromorphone', 'medroxyprogesterone', 'imatinib', 'triptorelin', 'nilutamide', 'acamprosate', 'gemfibrozil', 'isomannide', 'goserelin', 'felodipine', 'reboxetine', 'methylphenidate', 'amiloride', 'oxybutynin', 'famotidine', 'pantoprazole', 'acitretin', 'clonazepam', 'indapamide', 'betaxolol', 'meperidine', 'nifedipine', 'risperidone', 'alprazolam', 'rasagiline', 'duloxetine', 'darunavir', 'silodosin', 'imipramine', 'brinzolamide', 'memantine', 'cetirizine', 'ritonavir', 'cilazapril', 'finasteride', 'kaluril', 'nisoldipine', 'dorzolamide', 'diane-35', 'doxazosin', 'estazolam', 'apraclonidine', 'rivastigmine', 'methadone', 'oxcarbazepine', 'valganciclovir', 'desvenlafaxine', 'trimipramine', 'estradiol', 'bisoprolol', 'doxepin', 'fluoxymesterone', 'clobazam', 'nalmefene', 'paricalcitol', 'zolpidem', 'pregabalin', 'k779', 'nefazodone', 'bexarotene', 'vilazodone', 'degarelix', 'desipramine', 'zuclopenthixol', 'l-dmp', 'riluzole', 'gabapentin', 'voriconazole', 'trovafloxacin', 'benazeprilat', 'histrelin', 'paliperidone', 'eplerenone', 'dasatinib', 'glat', 'fenofibrate', 'deprenyl', 'cyclobenzaprine', 'amphetamine', 'paroxetine', 'progesterone', 'pramipexole', 'buprenorphine', 'tiagabine', 'implanon', 'levonorgestrel', 'zonisamide', 'glipizide', 'chlordiazepoxide', 'cas', 'fosinopril', 'mecamylamine', 'lisdexamfetamine', 'topiramate', 'trandolapril', 'tolcapone', '5-asa', 'citalopram', 'tramadol', 'nuvaring', 'saquinavir', 'timolol', 'fosinoprilat', 'bortezomib', 'metronidazole', 'capecitabine', 'naratriptan', 'posaconazole', 'flurbiprofen', 'megestrol', 'morphine', 'supremon', 'febuxostat', 'amoxapine', 'amantadine', 'amitriptyline', 'v', 'leuprorelin', 'zalcitabine', 'varenicline', 'isosorbide-5-mononitrate', 'propafenone', 'zopiclone', 'lormetazepam', 'milnacipran', 'bicalutamide', 'ibuprofen', 'ropinirole', 'modafinil', 'hydrochlorothiazide', 'copolymer', 'metoprolol', 'trandolaprilat', 'terazosin', 'thalidomide', 'tamsulosin', 'mirtazapine', 'miglustat', 'fluoxetine', 'naltrexone', 'lansoprazole', 'iloperidone', 'quetiapine', 'benazepril', 'triphasil', 'nandrolone', 'trazodone', 'oxycodone', 'doxercalciferol', 'hydroxybutyrate', 'mexiletine', 'sertraline', 'trisequens', 'atazanavir', 'methyltestosterone', 'lamotrigine', 'carvedilol', 'flutamide', '1,25(oh)2d3', 'lisinopril', 'zaleplon', 'haloperidol', 'rabeprazole', 'maprotiline', 'dothiepin', 'nortriptyline', 'nafarelin', 'atorvastatin', 'methyldopa']",201
List medications that can lead to nocturia,class_based,nocturia,"['mycophenolate', 'baclofen', 'anagrelide', 'meclofenamate', 'rofecoxib', 'clonidine', 'bupropion', 'gliclazide', 'nicardipine', 'pimozide', 'fentanyl', 'protriptyline', 'aripiprazole', 'formoterol', 'venlafaxine', 'budesonide', 'delavirdine', 'isradipine', 'testosterone', 'losartan', 'delamanid', 'donepezil', 'acebutolol', 'fluvoxamine', 'metolazone', 'rapamycin', 'nilutamide', 'foscarnet', 'acamprosate', 'goserelin', 'oxybutynin', 'pantoprazole', 'clonazepam', 'indapamide', 'nifedipine', 'cefpodoxime', 'guanfacine', 'naproxen', 'rasagiline', 'duloxetine', 'darunavir', 'empagliflozin', 'canagliflozin', 'ambrisentan', 'ritonavir', 'dantrolene', 'indinavir', 'nisoldipine', 'doxazosin', 'estazolam', 'rivastigmine', 'anthracycline', 'etoricoxib', 'vitamin', 'nilotinib', 'doxepin', 'cevimeline', 'zolpidem', 'pregabalin', 'buspirone', 'nefazodone', 'k779', 'bexarotene', 'vinflunine', 'degarelix', 'desipramine', 'boceprevir', 'l-dmp', 'riluzole', 'gabapentin', 'doxorubicin', 'diltiazem', 'lercanidipine', 'clomipramine', 'ziprasidone', 'valrubicin', 'glat', 'deprenyl', 'rufinamide', 'tiagabine', 'paroxetine', 'progesterone', 'pramipexole', 'lasofoxifene', 'dapagliflozin', 'celecoxib', 'zonisamide', 'sildenafil', 'topiramate', 'tolcapone', 'abiraterone', 'tacrolimus', 'citalopram', 'tramadol', 'pravastatin', 'saquinavir', 'capecitabine', 'posaconazole', 'cidofovir', 'v', 'leuprorelin', 'zalcitabine', 'sparfloxacin', 'paclitaxel', 'varenicline', 'propafenone', 'raltegravir', 'bicalutamide', 'ropinirole', 'bromcresol', 'hydrochlorothiazide', 'copolymer', 'procarbazine', 'perindopril', 'entacapone', 'salmon', 'frovatriptan', 'fluoxetine', 'galantamine', 'diclofenac', 'quetiapine', 'melatonin', 'doxercalciferol', 'sertraline', 'cefaclor', 'mycophenolic', 'amlodipine', 'glimepiride', 'lamotrigine', '1,25(oh)2d3', 'udca', 'nortriptyline', 'atorvastatin']",133
List medications that can lead to pregnancy,class_based,pregnancy,"['prochlorperazine', 'hepatitis', 'efavirenz', 'norethisterone', 'epitopic', 'amisulpride', 'nitrazepam', 'octreotide', 'progesterone', 'metrodin', 'lurasidone', 'bupropion', 'implanon', 'd-telaprevir', 'glycopyrrolate', 'levonorgestrel', 'asenapine', 'fentanyl', 'ertapenem', 'retinoic', 'aripiprazole', 'rifapentine', 'fluoxetine', 'prostaglandin', 'fosinopril', 'olanzapine', 'methacholine', 'simvastatin', 'fluconazole', 'tipranavir', 'gadobutrol', 'naltrexone', 'vancocine', 'citalopram', 'nitrous', 'captopril', 'quetiapine', 'mefloquine', 'lovastatin', 'nepafenac', 'terlipressin', 'misoprostol', 'pioglitazone', 'medroxyprogesterone', 'sertraline', 'metronidazole', 'dexmedetomidine', 'novolog', 'megestrol', 'sumatriptan', 'copper', 'mycophenolic', 'lamivudine', 'zuclopenthixol', 'lidocaine', 'insulin', '17-hydroxyprogesterone', 'cyclophosphamide', 'ipratropium', 'imiquimod', 'zopiclone', 'potassium', 'haloperidol', 'quinapril', 'sitaxsentan', 'levetiracetam', 'ziprasidone', 'paliperidone', 'carbamazepine', 'risperidone', 'pge2']",71
Which drugs cause duodenitis?,class_based,duodenitis,"['mycophenolate', 'cysteamine', 'paroxetine', 'ibuprofen', 'lasofoxifene', 'ertapenem', 'zonisamide', 'fdurd', 'venlafaxine', 'delavirdine', 'ibandronate', 'cilostazol', 'lansoprazole', 'tacrolimus', 'omeprazole', 'nabumetone', 'risedronate', 'pergolide', 'hydromorphone', 'etodolac', 'cevimeline', 'capecitabine', 'l-dmp', 'voriconazole', 'pantoprazole', 'propafenone', 'rabeprazole', 'esomeprazole', 'indapamide', 'valdecoxib', 'clomipramine', 'ropinirole']",32
List medications that can lead to lymphoma,class_based,lymphoma,"['mycophenolate', 'darunavir', 'eptifibatide', 'rofecoxib', 'memantine', 'pramipexole', 'maraviroc', 'dantrolene', 'busulfan', 'fluoxetine', 'ethotoin', 'trimethadione', 'tipranavir', 'mephenytoin', 'methotrexate', 'tacrolimus', 'apas', 'rapamycin', 'ifosfamide', 'everolimus', 'bortezomib', 'phenytoin', 'sertraline', 'tofacitinib', 'idarubicin', 'mycophenolic', 'gemcitabine', 'pimecrolimus', 'insulin', 'v', 'gabapentin', 'lenalidomide', 'ge-132', 'cyclophosphamide', 'azathioprine', 'imiquimod', 'fty720', 'felbamate', 'raltegravir', 'sitaxsentan', 'melphalan', 'carbamazepine', 'ropinirole']",43
What drugs are associated with eruption lichenoid?,class_based,eruption lichenoid,"['cevimeline', 'pantoprazole', 'pregabalin', 'citalopram', 'bexarotene', 'insulin', 'risperidone', 'pergolide', 'venlafaxine', 'methyldopa']",10
Which drugs cause immune system disorder?,class_based,immune system disorder,"['cysteamine', 'nelfinavir', 'codeine', 'nesiritide', 'gadobenate', 'itraconazole', 'aripiprazole', 'flecainide', 'isradipine', 'ribavirin', 'ketoconazole', 'hydromorphone', 'medroxyprogesterone', 'oseltamivir', 'nevirapine', 'cisplatin', 'reboxetine', 'sulfasalazine', 'telithromycin', 'refludan', 'nifedipine', 'chloramphenicol', 'lantus', 'naproxen', '4-ap', 'dihydrocodeine', 'silodosin', 'imipramine', 'atovaquone', 'eptifibatide', 'metrodin', 'tadalafil', 'oxcarbazepine', 'cabazitaxel', 'amoxicillin', 'atosiban', 'mivacurium', 'parecoxib', 'risedronate', 'valproate', 'abacavir-lamivudine', 'ciprofloxacin', 'clobetasone', 'amphotericin', 'lamivudine', 'roflumilast', 'miconazole', 'fluorescein', 'voriconazole', 'rotigotine', 'rivaroxaban', 'lacosamide', 'pramipexole', 'buprenorphine', 'a77', 'brimonidine', 'midazolam', 'levonorgestrel', 'terbinafine', 'lisdexamfetamine', 'cosyntropin', '5-asa', 'optison', 'tramadol', 'fosaprepitant', 'gadoversetamide', 'nuvaring', 'iohexol', 'oxymorphone', 'estrofem', 'x', 'rifabutin', 'metronidazole', 'posaconazole', 'acarbose', 'meloxicam', 'bendamustine', 'febuxostat', 'leuprorelin', 'cetrorelix', 'paclitaxel', 'prasugrel', 'varenicline', 'orlistat', 'lormetazepam', 'apremilast', 'dextromethorphan', 'bisacodyl', 'deferoxamine', 'regadenoson', 'gadofosveset', 'ciclesonide', 'octreotide', 'metoprolol', 'amisulpride', 'mometasone', 'fp-cit', 'thalidomide', 'betahistine', 'lyxumia', 'oxaliplatin', 'naltrexone', 'lansoprazole', 'bosutinib', 'anidulafungin', 'triphasil', 'misoprostol', 'oxycodone', 'telmisartan', 'everolimus', 'ceftaroline', 'phenytoin', 'lymecycline', 'atazanavir', 'amlodipine', 'cephalexin', 'moxifloxacin', 'imiquimod', 'haloperidol', 'udca', 'dothiepin', 'carbamazepine', 'atorvastatin', 'pge2', 'demethyl', 'sibutramine', 'deferasirox', 'dronedarone', 'cortisol', 'ibandronate', 'dalteparin', 'ceftazidime', 'alfentanil', 'acyclovir', 'rapamycin', 'iodixanol', 'triptorelin', ""5-aza-2'-deoxycytidine"", 'iopromide', 'ticagrelor', 'bpti', 'lapatinib', 'cefuroxime', 'acitretin', 'montelukast', 'betaxolol', 'melphalan', 'guanfacine', 'tolvaptan', 'darunavir', 'brinzolamide', 'memantine', 'cetirizine', 'doripenem', 'olopatadine', 'asenapine', 'indinavir', 'finasteride', 'ofatumumab', 'tr-700', 'lorcaserin', 'vitamin', 'estradiol', 'gemifloxacin', 'cytarabine', 'ifosfamide', 'ici', 'pregabalin', 'cgp', 'buscopan', 'zuclopenthixol', 'tranexamic', 'vinorelbine', 'emtricitabine', 'etravirine', 'doxorubicin', 'bromhexine', 'lercanidipine', 'fluocinonide', 'dasatinib', 'glat', 'hepatitis', 'paroxetine', 'progesterone', 'enfuvirtide', 'lasofoxifene', 'sildenafil', 'topiramate', 'fluconazole', 'ezetimibe', 'tacrolimus', 'eribulin', 'lisuride', 'sugammadex', 'irbesartan', 'nicotine', 'capecitabine', 'novolog', 'proguanil', 'sumatriptan', 'ofloxacin', '6-mercaptopurine', 'gd-dtpa', 'propafenone', 'delta', 'irinotecan', 'sonovue', 'ibuprofen', 'ropinirole', 'norethisterone', 'tropisetron', 'busulfan', 'warfarin', 'propoxyphene', 'fusidic', 'exemestane', 'tipranavir', 'fk463', 'diclofenac', 'dabigatran', 'tenofovir', 'pegaptanib', 'cladribine', 'tapentadol', 'sitagliptin', 'bivalirudin', 'vardenafil', 'hetastarch', 'cefaclor', 'bosentan', 'carvedilol', 'revasc', 'salmeterol', 'gd-eob-dtpa', 'salbutamol', 'ramipril', 'bupropion', 'temozolomide', 'prostaglandin', 'budesonide', 'olanzapine', 'nuvocid', 'entecavir', 'testosterone', 'piperacillin', 'cyproterone', 'nepafenac', 'liraglutide', 'tiotropium', 'pioglitazone', 'almotriptan', 'imatinib', 'malvidin', 'photofrin', 'leflunomide', 'oxytocin', 'methylphenidate', 'pantoprazole', 'palonosetron', 'rosiglitazone', 'benzoyl', 'albendazole', 'sevoflurane', 'atracurium', 'rasagiline', 'allopurinol', 'duloxetine', 'nitroglycerin', 'solifenacin', 'methylene', 'tobramycin', 'cilazapril', 'zolmitriptan', 'diane-35', 'remifentanil', 'org', 'nilotinib', 'trimethoprim-sulfamethoxazole', 'paricalcitol', 'podophyllotoxin', 'k779', 'degarelix', 'vinflunine', 'pamidronate', 'boceprevir', 'riluzole', 'gabapentin', 'ipratropium', 'fluticasone/salmeterol', 'bazedoxifene', 'vecuronium', 'levetiracetam', 'ziprasidone', 'saxagliptin', 'rufinamide', 'dicyclomine', 'colimycin', 'implanon', 'valsartan', 'eletriptan', 'trandolapril', 'trimethoprim', 'citalopram', 'tegaserod', 'loratadine', 'nimodipine', 'amd3100', 'oestrogen', 'naratriptan', 'nateglinide', 'ustekinumab', 'cancidas', 'tigecycline', 'sorafenib', 'ciclopirox', 'iloprost', 'bicalutamide', 'modafinil', 'dolutegravir', 'efavirenz', 'mupirocin', 'mebeverine', 'tinidazole', 'galantamine', 'methotrexate', 'clarithromycin', 'clofarabine', 'verteporfin', 'quetiapine', 'fluticasone', 'trisequens', 'su5416', 'hydroxocobalamin', 'tizanidine', 'pimecrolimus', 'flucloxacillin', 'zaleplon', 'telavancin', 'ly146032', 'methylprednisolone', 'docetaxel', 'rifampicin', 'thiotepa', 'ondansetron', 'cinacalcet', 'n-acetylcysteine', 'ketorolac', 'fentanyl', 'repaglinide', 'prednisone', 'formoterol', 'linagliptin', 'praziquantel', 'desogestrel', 'dutasteride', 'travoprost', 'acamprosate', 'olsalazine', 'azarga', 'goserelin', 'etoposide', 'clonazepam', 'risperidone', 'desmopressin', 'pentoxifylline', 'gadolinium', 'icodextrin', 'gonadorelin', 'vacv', 'ambrisentan', 'ritonavir', 'ertapenem', 'valganciclovir', 'desvenlafaxine', 'etoricoxib', 'zoledronic', 'retapamulin', 'doxepin', 'furosemide', 'clopidogrel', 'aliskiren', 'indacaterol', 'caffeine', 'phenylephrine', 'dipyridamole', 'metformin', 'fondaparinux', 'exenatide', 'fosamprenavir', 'clomipramine', 'paliperidone', 'rilpivirine', '5-azacytidine', 'celecoxib', 'zonisamide', 'tenoxicam', 'eslicarbazepine', 'topotecan', 'loperamide', 'ceftobiprole', 'meropenem', 'dalbavancin', 'saquinavir', 'timolol', 'sunitinib', 'bortezomib', 'temsirolimus', 'avanafil', 'supremon', 'gemcitabine', 'lidocaine', 'insulin', 'fluvastatin', 'lenalidomide', 'azathioprine', 'quinapril', 'raltegravir', 'ferumoxytol', 'pixantrone', 'copolymer', 'apixaban', 'salmon', 'fidaxomicin', 'quinidine', 'betamethasone', 'omeprazole', 'melatonin', 'mersyndol', 'ixabepilone', 'hydroxybutyrate', 'sertraline', 'idarubicin', 'aprepitant', 'deferiprone', 'ethosuximide', 'tramazoline', 'sitaxsentan', 'dabrafenib', 'acetaminophen']",439
Which drugs cause palpitations?,class_based,palpitations,"['mycophenolate', 'codeine', 'clonidine', 'gadobenate', 'aripiprazole', 'flecainide', 'dolasetron', 'delavirdine', 'isradipine', 'clomiphene', 'losartan', 'ribavirin', 'nicorandil', 'pergolide', 'hydromorphone', 'medroxyprogesterone', 'epinephrine', 'fenoldopam', 'droperidol', 'reboxetine', 'amiloride', 'pilocarpine', 'oxybutynin', 'flurazepam', 'telithromycin', 'diflunisal', 'nifedipine', 'naproxen', 'silodosin', 'imipramine', 'verapamil', 'metrodin', 'methylergometrine', 'granisetron', 'tadalafil', 'estazolam', 'rivastigmine', 'oxcarbazepine', 'tolterodine', 'prazosin', 'erythromycin', 'dextrorphan', 'oxprenolol', 'captopril', 'nalmefene', 'valproate', 'ciprofloxacin', 'lubiprostone', 'alx', 'tetrahydrozoline', 'danazol', 'roflumilast', 'labetalol', 'cyproheptadine', 'voriconazole', 'fenoprofen', 'dobutamine', 'histamine', 'tetrofosmin', 'lacosamide', 'fenofibrate', 'tesamorelin', 'cyclobenzaprine', 'amphetamine', 'pramipexole', 'buprenorphine', 'a77', 'brimonidine', 'penciclovir', 'levonorgestrel', 'benzathine', 'mndpdp', 'methamphetamine', 'dofetilide', 'carteolol', 'lisdexamfetamine', 'flavoxate', '5-asa', 'ivabradine', 'optison', 'tramadol', 'fosaprepitant', 'gadoversetamide', 'oxymorphone', 'flumazenil', 'metronidazole', 'meloxicam', 'morphine', 'febuxostat', 'leuprorelin', 'paclitaxel', 'varenicline', 'orlistat', 'metipranolol', 'ramiprilat', 'alfuzosin', 'regadenoson', 'gadofosveset', 'ciclesonide', 'hydrochlorothiazide', 'octreotide', 'metoprolol', 'thalidomide', 'articaine', 'lyxumia', 'metoclopramide', 'naltrexone', 'lansoprazole', 'oxycodone', 'telmisartan', 'azelastine', 'ranolazine', 'phenytoin', 'everolimus', 'ceftaroline', 'atazanavir', 'mycophenolic', 'amlodipine', 'dyphylline', 'niacin', 'unoprostone', 'cabergoline', 'moxifloxacin', 'imiquimod', 'udca', 'digoxin', 'dothiepin', 'nortriptyline', 'atorvastatin', 'baclofen', 'anagrelide', 'nabilone', 'nicardipine', 'sibutramine', 'piroxicam', 'venlafaxine', 'riociguat', 'orphenadrine', 'ibandronate', 'cilostazol', 'madopar', 'atenolol', 'atomoxetine', 'delamanid', 'vernakalant', 'eliglustat', 'acyclovir', 'metolazone', 'rapamycin', 'triptorelin', 'iopromide', 'felodipine', 'lapatinib', 'tropicamide', 'cefuroxime', 'montelukast', 'felbamate', 'betaxolol', 'guanfacine', 'alprazolam', 'darunavir', 'nitrazepam', 'brinzolamide', 'memantine', 'cetirizine', 'indinavir', 'nisoldipine', 'dorzolamide', 'doxazosin', 'apraclonidine', 'tr-700', 'thyroxine', 'estradiol', 'bisoprolol', 'gemifloxacin', 'fexofenadine', 'ifosfamide', 'tranylcypromine', 'bimatoprost', 'carboprost', 'zolpidem', 'pregabalin', 'clozapine', 'nefazodone', 'cgp', 'zuclopenthixol', 'vinorelbine', 'celiprolol', 'mirabegron', 'doxorubicin', 'benazeprilat', 'lercanidipine', 'promethazine', 'glat', 'dasatinib', 'famciclovir', 'stalevo', 'paroxetine', 'progesterone', 'lasofoxifene', 'rifapentine', 'isocarboxazid', 'sildenafil', 'topiramate', 'ezetimibe', 'tacrolimus', 'lisuride', 'ogen', 'azithromycin', 'cantril', 'nicotine', 'capecitabine', 'novolog', 'guanidinium', 'sumatriptan', 'ofloxacin', 'amoxapine', 'gatifloxacin', 'propafenone', 'delta', 'milnacipran', 'ibutilide', 'ibuprofen', 'ropinirole', 'pirbuterol', 'choline', 'meprobamate', 'mirtazapine', 'forteo', 'fluoxetine', 'aminophylline', 'eprosartan', 'fk463', 'gadobutrol', 'iloperidone', 'diclofenac', 'isoproterenol', 'dabigatran', 'benzphetamine', 'pegaptanib', 'tapentadol', 'prucalopride', 'mexiletine', 'vardenafil', 'cefaclor', 'carbidopa', 'desloratadine', 'capsaicin', 'glimepiride', 'sativex', 'bosentan', 'carvedilol', 'rabeprazole', 'salmeterol', 'gd-eob-dtpa', 'prostacyclin', 'salbutamol', 'nafarelin', 'meclofenamate', 'ramipril', 'rofecoxib', 'bupropion', 'gliclazide', 'levodopa/carbidopa', 'pimozide', 'protriptyline', 'temozolomide', 'budesonide', 'olanzapine', 'diazoxide', 'testosterone', 'liraglutide', 'tiotropium', 'sotalol', 'imatinib', 'almotriptan', 'malvidin', 'leflunomide', 'nitroprusside', 'isomannide', 'methylphenidate', 'pantoprazole', 'indapamide', 'meperidine', 'duloxetine', 'nitroglycerin', 'solifenacin', 'flunisolide', 'glycopyrrolate', 'darifenacin', 'cilazapril', 'zolmitriptan', 'kaluril', 'pentamidine', 'methadone', 'anthracycline', 'sulindac', 'trimipramine', 'arsenic', 'nilotinib', 'phendimetrazine', 'paricalcitol', 'k779', 'bexarotene', 'vinflunine', 'degarelix', 'desipramine', 'boceprevir', 'riluzole', 'atropine', 'gabapentin', 'ipratropium', 'fluticasone/salmeterol', 'olmesartan', 'moexiprilat', 'bazedoxifene', 'ziprasidone', 'dicyclomine', 'tiagabine', 'domperidone', 'valsartan', 'eletriptan', 'cas', 'trandolapril', 'mipomersen', 'penicillin', 'citalopram', 'loratadine', 'nimodipine', 'oestrogen', 'naratriptan', 'fosphenytoin', 'nateglinide', 'amantadine', 'amitriptyline', 'cancidas', 'cyclophosphamide', 'tigecycline', 'pindolol', 'iloprost', 'ergonovine', 'terbutaline', 'n-methylscopolamine', 'modafinil', 'efavirenz', 'desflurane', 'terazosin', 'trandolaprilat', 'tinidazole', 'frovatriptan', 'galantamine', 'nitrite', 'dihydroergotamine', 'diazepam', 'clarithromycin', 'bepridil', 'quetiapine', 'mefloquine', 'fluticasone', 'etodolac', 'hydralazine', 'moclobemide', 'su5416', 'ceftriaxone', 'lomitapide', 'lamotrigine', 'clemastine', 'adenosine', 'zaleplon', 'telavancin', 'maprotiline', 'ephedrine', 'dopamine', 'tiaprofenic', 'oxaprozin', 'triazolam', 'docetaxel', 'ondansetron', 'indomethacin', 'ketorolac', 'fentanyl', 'repaglinide', 'formoterol', 'conjugated', 'trospium', 'diphenhydramine', 'acebutolol', 'fluvoxamine', 'mk-462', 'mefenamic', 'travoprost', 'foscarnet', 'acamprosate', 'olsalazine', 'goserelin', 'famotidine', 'diethylpropion', 'clonazepam', 'valdecoxib', 'bromazepam', 'cefpodoxime', 'risperidone', 'desmopressin', 'pentoxifylline', 'gadolinium', 'phentermine', 'ambrisentan', 'ritonavir', 'propantheline', 'candesartan', 'retinoic', 'desvenlafaxine', 'etoricoxib', 'gemeprost', 'zoledronic', 'doxepin', 'clopidogrel', 'aliskiren', 'indacaterol', 'cevimeline', 'halofantrine', 'buspirone', 'phenylephrine', 'temazepam', 'vilazodone', 'dipyridamole', 'metformin', 'butorphanol', 'metaproterenol', 'trovafloxacin', 'diltiazem', 'fesoterodine', 'histrelin', 'clomipramine', 'paliperidone', 'levobunolol', 'deprenyl', 'rizatriptan', 'celecoxib', 'zonisamide', 'fosinopril', 'tenoxicam', 'tolcapone', 'eslicarbazepine', 'ketoprofen', 'vancocine', 'nabumetone', 'timolol', 'fosinoprilat', 'bortezomib', 'flurbiprofen', 'megestrol', 'avanafil', 'supremon', 'quinaprilat', 'insulin', 'zalcitabine', 'sparfloxacin', 'lenalidomide', 'isosorbide-5-mononitrate', 'carnitine', 'zopiclone', 'acetohydroxamic', 'quinapril', 'raltegravir', 'norfloxacin', 'copolymer', 'letrozole', 'perindopril', 'bupivacaine', 'tamsulosin', 'salmon', 'theophylline', 'quinidine', 'omeprazole', 'benazepril', 'sodium', 'melatonin', 'trazodone', 'mersyndol', 'hydroxybutyrate', 'chlorpheniramine', 'sertraline', 'aprepitant', 'lisinopril', 'fty720', 'treprostinil', 'tramazoline', 'acetaminophen', 'rimantadine', 'carbinoxamine']",491
