query,query_type,drug,severity_filter,ground_truth,num_results,organ_filter,comparison_type,drug1,drug2,risk_group,requires_clinical_context,temporal_filter,requires_temporal_data,mechanism,requires_mechanism_data,source_drug,requires_graph,hop_count,pathway_analysis,drugs,network_analysis,organ,cluster_analysis
Show moderate reactions to oxycodone,severity_filtered,oxycodone,moderate,"['hypersensitivity', 'nasopharyngitis', 'dental caries', 'accidental overdose', 'abdominal pain upper', 'oedema peripheral', 'chest tightness', 'sedation', 'alcohol abuse', 'hypokinesia', 'breast disorder', 'breakthrough pain', 'cardiac failure', 'eructation', 'gait disturbance', 'dermatitis', 'injection site hypersensitivity', 'biliary colic', 'disease progression', 'melaena', 'musculoskeletal discomfort', 'loss of consciousness', 'vt', 'choking', 'swelling', 'respiratory depression', 'anorexia', 'faecaloma', 'amblyopia', 'cholestasis', 'hypoaesthesia', 'angioedema', 'chills', 'faecalith', 'impaired gastric emptying', ""addison's disease"", 'respiration abnormal', 'dyspnoea', 'sweating', 'urination impaired', 'dehydration', 'hypogonadism', 'gastrointestinal disorder', 'endocrine disorder', 'dysgeusia', 'cardiovascular insufficiency', 'hyponatraemia', 'hypotonia', 'wheezing', 'ear and labyrinth disorders', 'nervousness', 'bronchoconstriction', 'urine output increased', 'dermatitis exfoliative', 'drug dependence', 'muscle twitching', 'hyperventilation', 'lung disorder', 'ill-defined disorder', 'circulatory depression', 'gastrointestinal pain', 'flushing', 'apnoea', 'chest discomfort', 'fullness abdominal', 'bone pain', 'uremia', 'mental disorder', 'affect lability', 'face oedema', 'erectile dysfunction', 'vasodilation procedure', 'rhinorrhoea', 'vertigo', 'abnormal vision', 'thinking abnormal', 'glossitis', 'personality disorder', 'iron deficiency anaemia', 'urethral stenosis', 'hepatobiliary disease', 'infestation nos', 'drowsiness', 'body temperature increased', 'pain worsened', 'regurgitation', 'tumour invasion', 'muscle relaxant therapy', 'confusional state', 'head injury', 'cardiac disorder', 'muscle spasms', 'sneezing', 'gastric atony', 'delirium', 'laryngospasm', 'agitation', 'shivering', 'gingival bleeding', 'cold sweat', 'dependence', 'lymphadenopathy', 'asthenia', 'substance abuse', 'speech disorder', 'hyperpathia', 'palpitations', 'azotaemia', 'muscle tone flaccid', 'arthralgia', 'dyspepsia', 'hepatitis', 'delayed gastric emptying', 'abnormal dreams', 'mental disability', 'neuralgia', 'blister', 'sinusitis', 'hyperglycaemia', 'ileus paralytic', 'malnutrition', 'orthostatic hypotension', 'drug withdrawal syndrome', 'skin disorder', 'mood swings', 'metastases to central nervous system', 'ache', 'skin cold clammy', 'irritability', 'cellulitis', 'stupor', 'angiopathy', 'haemoglobin', 'haematuria', 'bronchospasm', 'blood and lymphatic system disorders', 'rhinitis', 'depressed level of consciousness', 'hepatomegaly', 'retching', 'leukopenia', 'ileus', 'pain', 'blood pressure increased', 'gout', 'myalgia', 'withdrawal syndrome', 'visual impairment', 'hiccups', 'abdominal cramps', 'hypotension', 'asthenic conditions', 'drug interaction', 'urinary retention', 'sepsis', 'dysphoria', 'infestation', 'post herpetic neuralgia', 'thrombophlebitis', 'opioid naive', 'infection', 'cns depression nos', 'urinary abnormalities', 'weight decreased', 'cough', 'dysphagia', 'hyperkinesia', 'influenza', 'amnesia', 'unspecified disorder of skin and subcutaneous tissue', 'neck pain', 'urinary tract infection', 'anxiety', 'inappropriate antidiuretic hormone secretion', 'tinnitus', 'somnolence', 'body temperature decreased', 'lacrimal structural disorder', 'lacrimation increased', 'hypoglycaemia', 'tremor', 'paraesthesia', 'unsteadiness', 'alcoholism', 'spasm biliary', 'gingivitis', 'eye disorder', 'flatulence', 'opioid abuse', 'acute pain', 'polyuria', 'arthritis', 'abdominal distension', 'respiratory disorder', 'vasodilation', 'libido decreased', 'decreased appetite', 'haemorrhage', 'epistaxis', 'intestinal obstruction', 'urinary tract disorder', 'respiratory arrest', 'mydriasis', 'chest pain', 'depersonalisation', 'lacrimation', 'herpes simplex', 'tension', 'fluid retention', 'hypertonia', 'nervous system disorder', 'pneumonia', 'cough increased', 'deep vein thrombosis', 'vomiting', 'increased appetite', 'urethral disorder', 'bedridden', 'shock', 'intracranial pressure increased', 'piloerection', 'electrocardiogram st segment depression', 'mediastinal disorder', 'euphoric mood', 'immune system disorder', 'hypothermia', 'dry skin', 'stomatitis', 'photosensitivity reaction', 'hyperhidrosis', 'oedema', 'early satiety', 'dysuria', 'pallor', 'urticaria', 'dependence physiological', 'lightheadedness', 'pulmonary function test decreased', 'hypotensive', 'asthma', 'gastritis', 'hepatic enzyme increased', 'anaemia', 'thirst', 'disorientation', 'pharyngitis', 'miosis', 'hyperaesthesia', 'dermatitis bullous', 'tooth discolouration', 'breast feeding', 'migraine', 'injury', 'cheyne-stokes respiration', 'feeling abnormal', 'yawning', 'brain cancer metastatic', 'discomfort', 'cutis anserina', 'syncope', 'cyanosis', 'accidental injury', 'muscle rigidity', 'amenorrhoea', 'hypercalcaemia', 'withdrawal symptom', 'tranquillisation excessive', 'stomach cramps', 'muscle contractions involuntary', 'connective tissue disorder', 'back pain', 'balance disorder', 'dependence psychological', 'drug tolerance', 'hallucination', 'lacrimal disorder', 'disturbance in sexual arousal', 'bronchitis', 'ureteral spasm', 'therapy naive', 'malaise', 'appetite absent', 'convulsion', 'generalised oedema', 'abdominal colic', 'diarrhoea', 'abdominal pain', 'drug abuse', 'gagging']",289.0,,,,,,,,,,,,,,,,,,
What mild moderate side effects does oxycodone cause?,severity_filtered,oxycodone,mild_moderate,"['ventricular tachycardia', 'bradycardia', 'supraventricular tachycardia', 'tachycardia']",4.0,,,,,,,,,,,,,,,,,,
List mild adverse events of oxycodone,severity_filtered,oxycodone,mild,"['dizziness', 'pruritus', 'headache', 'post procedural constipation', 'fatigue', 'constipation', 'rash', 'postoperative constipation', 'nausea', 'dry mouth', 'insomnia']",11.0,,,,,,,,,,,,,,,,,,
What fatal side effects does temozolomide cause?,severity_filtered,temozolomide,fatal,['fatal outcomes'],1.0,,,,,,,,,,,,,,,,,,
List life threatening adverse events of temozolomide,severity_filtered,temozolomide,life_threatening,"['anaphylactic shock', 'respiratory failure', 'stevens-johnson syndrome', 'toxic epidermal necrolysis']",4.0,,,,,,,,,,,,,,,,,,
List severe adverse events of temozolomide,severity_filtered,temozolomide,severe,['partial seizures'],1.0,,,,,,,,,,,,,,,,,,
List moderate severe adverse events of temozolomide,severity_filtered,temozolomide,moderate_severe,['hepatotoxicity'],1.0,,,,,,,,,,,,,,,,,,
List moderate adverse events of temozolomide,severity_filtered,temozolomide,moderate,"['hypersensitivity', 'upper respiratory tract infection', 'sensory disturbance', 'infertility', 'menopausal symptoms', 'neutropenia', 'oedema peripheral', 'hearing impaired', 'depression', 'breast disorder', 'transient ischaemic attack', 'diplopia', 'pulmonary fibrosis', 'memory impairment', 'dry eye', 'gait disturbance', 'dermatitis', 'musculoskeletal discomfort', 'embolism', 'pulmonary embolism', 'weight increased', 'edema cerebral', 'anorexia', 'paresis', 'cholestasis', 'altered state of consciousness', 'hypoaesthesia', 'angioedema', 'chills', 'visual acuity reduced', 'ataxia', 'metastatic neoplasm', 'dyspnoea', 'influenza like illness', 'dehydration', 'anxiety depression', 'hypertension', 'gastrointestinal disorder', 'endocrine disorder', 'dysgeusia', 'skin exfoliation', 'hemianopia', 'platelet disorder', 'vaginal haemorrhage', 'myopathy', 'sweating increased', 'ear and labyrinth disorders', 'aspartate aminotransferase increased', 'neuropathy', 'dermatitis exfoliative', 'disorder sight', 'hemiplegia', 'lung disorder', 'lymphopenia', 'ill-defined disorder', 'vision blurred', 'astrocytoma', 'gastrointestinal pain', 'vascular purpura', 'flushing', 'disturbance in attention', 'mental disorder', 'pancytopenia', 'rigors', 'affect lability', 'face oedema', 'erectile dysfunction', 'opportunistic infection', 'cerebral haemorrhage', 'vertigo', 'faecal incontinence', 'abnormal vision', 'coordination abnormal', 'aphasia', 'hepatobiliary disease', 'infestation nos', 'body temperature increased', 'confusional state', 'febrile neutropenia', 'cardiac disorder', 'tooth disorder', 'agitation', 'erythema', 'thrombocytopenia', 'scotoma', 'asthenia', 'myelodysplastic syndrome', 'alveolitis', 'speech disorder', 'aplastic anaemia', 'palpitations', 'digestion impaired', 'arthralgia', 'dyspepsia', 'hepatitis', 'pollakiuria', 'mental disability', 'radiation injury', 'sinusitis', 'hyperglycaemia', 'malnutrition', 'skin disorder', 'mood swings', 'status epilepticus', 'leg edema', 'candida infection', 'angiopathy', 'haemoglobin', 'wound infection', 'blood and lymphatic system disorders', 'depressed level of consciousness', 'leukopenia', 'liver injury', 'cerebration impaired', 'pain', 'pigmentation disorder', 'myeloid leukaemia', 'myalgia', 'hyperacusis', 'lung infection', 'visual impairment', 'apathy', 'herpes zoster', 'infestation', 'thrombophlebitis', 'infection', 'abnormal pigmentation', 'weight decreased', 'cough', 'clotting', 'dysphagia', 'hemiparesis', 'amnesia', 'unspecified disorder of skin and subcutaneous tissue', 'urinary tract infection', 'anxiety', 'tinnitus', 'extrapyramidal disorder', 'somnolence', 'breast pain', 'tremor', 'paraesthesia', 'abnormal behaviour', 'interstitial lung disease', 'ear pain', 'eye disorder', 'cerebral ischaemia', 'purpura', 'otitis media', 'hyperbilirubinaemia', 'abdominal distension', 'gamma-glutamyltransferase increased', 'neuropathy peripheral', 'decreased appetite', 'haemorrhage', 'oral candidiasis', 'urinary tract disorder', 'petechiae', 'menorrhagia', 'herpes simplex', 'alopecia', 'eye pain', 'nervous system disorder', 'pneumonia', 'haemorrhage intracranial', 'blood alkaline phosphatase increased', 'deep vein thrombosis', 'vomiting', 'hepatic failure', 'dysphasia', 'hypokalaemia', 'urethral disorder', 'alanine aminotransferase increased', 'myelosuppression', 'mediastinal disorder', 'abnormal platelets', 'immune system disorder', 'erythema multiforme', 'dry skin', 'stomatitis', 'photosensitivity reaction', 'nasal congestion', 'brain stem glioma', 'oedema', 'behavior disorder', 'neoplasm', 'brain oedema', 'tongue discolouration', 'dysuria', 'urticaria', 'phosphatase alkaline increased', 'hyperhidrosis', 'parosmia', 'deafness', 'viral infection', 'hepatic enzyme increased', 'anaemia', 'thirst', 'pharyngitis', 'condition aggravated', 'hyperaesthesia', 'vaginal infection', 'traumatic liver injury', 'haemorrhoids', 'coagulopathy', 'urinary incontinence', 'feeling abnormal', 'acute leukaemia', 'vaginal inflammation', 'influenza-like symptoms', 'discomfort', 'hot flush', 'pneumocystis jirovecii pneumonia', 'hyperadrenocorticism', 'interstitial pneumonia', 'amenorrhoea', 'flat affect', 'connective tissue disorder', 'back pain', 'muscular weakness', 'musculoskeletal pain', 'gastroenteritis', 'hallucination', 'bronchitis', 'malaise', 'convulsion', 'diarrhoea', 'abdominal pain']",228.0,,,,,,,,,,,,,,,,,,
What mild side effects does temozolomide cause?,severity_filtered,temozolomide,mild,"['dizziness', 'pruritus', 'headache', 'fatigue', 'constipation', 'rash', 'nausea', 'dry mouth', 'insomnia']",9.0,,,,,,,,,,,,,,,,,,
What fatal side effects does everolimus cause?,severity_filtered,everolimus,fatal,"['fatal outcomes', 'sudden death']",2.0,,,,,,,,,,,,,,,,,,
What life threatening side effects does everolimus cause?,severity_filtered,everolimus,life_threatening,"[""kaposi's sarcoma"", 'acute respiratory failure']",2.0,,,,,,,,,,,,,,,,,,
Show severe reactions to everolimus,severity_filtered,everolimus,severe,"['rhabdomyolysis', 'cardiac arrest', 'myocardial infarction']",3.0,,,,,,,,,,,,,,,,,,
Find all moderate severe toxicities of everolimus,severity_filtered,everolimus,moderate_severe,"['pancreatitis', 'nephrotoxicity', 'pancreatitis acute']",3.0,,,,,,,,,,,,,,,,,,
Show moderate reactions to everolimus,severity_filtered,everolimus,moderate,"['upper respiratory tract infection', 'neutropenia', 'hepatocellular carcinoma', 'oedema peripheral', 'renal failure acute', 'disease progression', 'pericardial effusion', 'hypocalcaemia', 'hydronephrosis', 'lipids increased', 'blood triglycerides increased', 'infectious pneumonitis', 'hypertension', 'endocrine disorder', 'dysgeusia', 'nephritis interstitial', 'ill-defined disorder', 'serum creatinine increased', 'flushing', 'urethritis', 'chest discomfort', 'haematoma', 'squamous cell carcinoma', 'metastatic malignant melanoma', 'rhinorrhoea', 'aggression', 'infestation nos', 'leukocytoclastic vasculitis', 'ageusia', 'gastrooesophageal reflux disease', 'xeroderma', 'agitation', 'alveolar proteinosis', 'thrombocytopenia', 'potassium increased', 'alveolitis', 'glucose increased', 'testosterone low', 'hepatitis c', 'palpitations', 'aplasia pure red cell', 'dyspepsia', 'erythropenia', 'sinusitis', 'malnutrition', 'basal cell carcinoma', 'irritability', 'pyuria', 'white blood cell count decreased', 'blood and lymphatic system disorders', 'acute respiratory distress syndrome', 'rhinitis', 'calcium low', 'hepatitis b', 'nephrosclerosis', 'ileus', 'pain', 'perinephric collection', 'urinary retention', 'sepsis', 'infestation', 'oral pain', 'cough', 'aspergillus infection', 'hemiparesis', 'unspecified disorder of skin and subcutaneous tissue', 'sinus congestion', 'gingivitis', 'haemoglobin decreased', 'eye disorder', 'flatulence', 'skin lesion', 'lip pain', 'hypertriglyceridaemia', 'hyperkalaemia', 'decreased appetite', 'procedural pain', 'oral candidiasis', 'respiratory tract infection', 'transaminases increased', 'localised intraabdominal fluid collection', 'menorrhagia', 'pyelonephritis', 'osteoporosis', 'wound complication', 'oropharyngeal pain', 'joint swelling', 'hyperlipidaemia', 'alanine aminotransferase increased', 'pulmonary toxicity', 'dyspnoea exertional', 'hyperhidrosis', 'respiratory distress', 'viral infection', 'anaemia', 'hypercholesterolaemia', 'pleural effusion', 'conjunctivitis', 'sodium decreased', 'blood albumin decreased', 'seroma', 'phosphate low', 'hypercalcaemia', 'inflammation', 'muscular weakness', 'skin papilloma', 'glomerulonephropathy', 'malaise', 'convulsion', 'hepatitis b reactivation', 'cardiac failure congestive', 'x-linked lymphoproliferative syndrome', 'hypomagnesaemia', 'thrombotic thrombocytopenic purpura', 'musculoskeletal discomfort', 'urethritis noninfective', 'blood disorder', 'jaundice', 'herpes virus infection', 'blood urea increased', 'angioedema', 'dyspnoea', 'neoplasm skin', 'tinea pedis', 'skin exfoliation', 'hyponatraemia', 'urine output increased', 'dermatitis exfoliative', 'glomerulonephritis', 'lymphopenia', 'liver function test abnormal', 'blood creatinine increased', 'ovarian cyst', 'cataract', 'opportunistic infection', 'glossitis', 'tongue ulceration', 'hypogonadism male', 'tubulointerstitial nephritis', 'muscle spasms', 'nasopharyngitis', 'cytomegalovirus infection', 'erythema', 'hypertrichosis', 'lymphadenopathy', 'mouth ulceration', 'pollakiuria', 'breast cancer', 'haematemesis', 'gingival hypertrophy', 'hyperglycaemia', 'cellulitis', 'candida infection', 'angiopathy', 'haemoglobin', 'haematuria', 'graft loss', 'wound infection', 'leukopenia', 'gout', 'myalgia', 'infertility male', 'hyperuricaemia', 'polyomavirus infections', 'thromboembolic event', 'bladder pain', 'weight decreased', 'epigastric discomfort', 'potassium low', 'tremor', 'blood potassium increased', 'interstitial lung disease', 'pain in extremity', 'colorectal cancer metastatic', 'aphthous stomatitis', 'hirsutism', 'blood lactate dehydrogenase increased', 'protein urine present', 'fungal infection', 'pneumonia', 'eyelid oedema', 'activated partial thromboplastin time prolonged', 'deep vein thrombosis', 'hepatic failure', 'lip ulceration', 'urethral disorder', 'osteomyelitis', 'pain in jaw', 'dry skin', 'osteonecrosis', 'glioblastoma', 'pharyngitis', 'blood cholesterol increased', 'feeling abnormal', 'hallucination', 'ascites', 'atrial fibrillation', 'renal failure', 'venous thromboembolism', 'hypersensitivity', 'menopausal symptoms', 'vitamin b12 deficiency', 'breast disorder', 'lymphocyte count decreased', 'embolism', 'pulmonary embolism', 'metrorrhagia', 'bk virus infection', 'hypoaesthesia', 'chills', 'cervicobrachial syndrome', 'acute coronary syndrome', 'gastrointestinal disorder', 'renal vein thrombosis', 'pharyngolaryngeal pain', 'complex regional pain syndrome', 'vaginal haemorrhage', 'aspartate aminotransferase increased', 'blood follicle stimulating hormone increased', 'fasting hyperglycaemia', 'viral diarrhoea', 'embolism venous', 'pancytopenia', 'blood phosphorus decreased', 'erectile dysfunction', 'non-cardiac chest pain', 'scrotal oedema', 'amenorrhea secondary', 'aspergillosis', 'body temperature increased', 'incisional hernia', 'thrombosis', 'cardiac disorder', 'liver disorder', 'dermatitis acneiform', 'arthralgia', 'hepatic cancer', 'neuralgia', 'skin disorder', 'nephropathy toxic', 'fibrosis', 'spondyloarthropathy', 'angina pectoris', 'foetor hepaticus', 'lymphoma', 'graft thrombosis', 'blood calcium decreased', 'renal impairment', 'acne', 'mucosal inflammation', 'nail disorder', 'dysphagia', 'hyperparathyroidism', 'anxiety', 'wound', 'bronchitis viral', 'somnolence', 'paraesthesia', 'polyuria', 'abdominal distension', 'haemorrhage', 'epistaxis', 'urinary tract disorder', 'hepatic enzyme abnormal', 'onychomycosis', 'metastatic melanoma', 'fluid retention', 'renal tubular necrosis', 'hypokalaemia', 'mediastinal disorder', 'immune system disorder', 'nasal congestion', 'pneumothorax', 'oedema', 'blood luteinising hormone increased', 'acidosis', 'blood glucose increased', 'gonadotropic luteinizing hormone increased', 'gingival pain', 'spondylitis', 'syncope', 'amenorrhoea', 'reflex sympathetic dystrophy', 'bacteraemia', 'back pain', 'connective tissue disorder', 'musculoskeletal pain', 'albumin low', 'uraemic syndrome', 'bronchitis', 'abdominal pain', 'abdominal pain upper', 'folliculitis', 'lymphocele', 'cardiac failure', 'histiocytosis', 'chronic hepatitis', 'dermatitis', 'blood testosterone decreased', 'loss of consciousness', 'anorexia', 'infection reactivation', 'micturition urgency', 'pulmonary oedema', 'dehydration', 'pharyngitis streptococcal', 'wheezing', 'haemolytic uraemic syndrome', 'hypertensive crisis', 'hepatocellular injury', 'vision blurred', 'chronic hepatic failure', 'gastrointestinal pain', 'mental disorder', 'impaired healing', 'hepatobiliary disease', 'atelectasis', 'lethargy', 'oral herpes', 'diabetes mellitus', 'blood uric acid increased', 'asthenia', 'hypophosphataemia', 'night sweats', 'azotaemia', 'lymphangioleiomyomatosis', 'hepatitis', 'pulmonary alveolar haemorrhage', 'cholecystitis', 'hepatic artery thrombosis', 'thrombocytosis', 'creatinine increased', 'seborrhoeic keratosis', 'dyslipidaemia', 'bronchospasm', 'thrombotic microangiopathy', 'iron deficiency', 'wound dehiscence', 'renal haemorrhage', 'hypotension', 'dysmenorrhoea', 'herpes zoster', 'infection', 'lymphorrhoea', 'bladder spasm', 'influenza', 'urinary tract infection', 'leukocytosis', 'benign neoplasm', 'hypoglycaemia', 'otitis media', 'cirrhosis alcoholic', 'renal artery thrombosis', 'onychoclasis', 'glossodynia', 'lower respiratory tract infection', 'lung infiltration', 'platelet count decreased', 'chest pain', 'menstruation irregular', 'alopecia', 'nervous system disorder', 'osteopenia', 'blood alkaline phosphatase increased', 'perirenal haematoma', 'vomiting', 'blood potassium decreased', 'shock', 'menstruation delayed', 'stomatitis', 'neoplasm', 'phosphatase alkaline increased', 'dysuria', 'lymphoproliferative disorder', 'cheilitis', 'laryngeal pain', 'hepatic enzyme increased', 'gastritis', 'peritonitis', 'blood bilirubin increased', 'migraine', 'haemorrhoids', 'coagulopathy', ""non-hodgkin's lymphoma"", 'discomfort', 'hot flush', 'cholelithiasis', 'haemoptysis', 'productive cough', 'gastroenteritis', 'end stage liver disease', 'incision site pain', 'generalised oedema', 'diarrhoea']",394.0,,,,,,,,,,,,,,,,,,
List mild moderate adverse events of everolimus,severity_filtered,everolimus,mild_moderate,"['proteinuria', 'tachycardia']",2.0,,,,,,,,,,,,,,,,,,
List mild adverse events of everolimus,severity_filtered,everolimus,mild,"['dizziness', 'pruritus', 'headache', 'rash erythematous', 'fatigue', 'constipation', 'rash', 'rash macular', 'pruritus generalised', 'rash maculo-papular', 'rash generalised', 'nausea', 'dry mouth', 'insomnia']",14.0,,,,,,,,,,,,,,,,,,
Find all severe toxicities of methacholine,severity_filtered,methacholine,severe,['cardiac arrest'],1.0,,,,,,,,,,,,,,,,,,
